license_type,license_number,issue_date,expiration_date,primary_applicant,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC3498,04/06/1999,04/06/2009,THOMAS MILLER,P.O. BOX 3481,frederick,MD,21705,(301)695-6338x,missing,1999,2009
BUILDING CONTRACTORS LICENSE,BC3463,04/06/1998,04/06/2002,PAUL BOYLAND,P.O. BOX 300,braddock heights,MD,21714,(301)371-3328x,missing,1998,2002
BUILDING CONTRACTORS LICENSE,BC3610,04/04/2001,04/04/2003,MICHAEL GENTEL,7003 EAGLE COURT,new market,MD,21774,(301)831-3971x,POINT (-77.270309 39.426415),2001,2003
BUILDING CONTRACTORS LICENSE,BC2819,03/08/1998,03/08/2006,DAVID BELL,021220  GOLF ESTATES  DRIVE,gaithersburg,MD,20882,(301)590-0846x,POINT (-77.125444 39.207826),1998,2006
BUILDING CONTRACTORS LICENSE,BC4075,03/08/2012,03/08/2014,MICHAEL FITZGERALD,1423 DUAL HIGHWAY,hagerstown,MD,21740,(301)960-4881x,POINT (-77.697806 39.624948),2012,2014
BUILDING CONTRACTORS LICENSE,BC0262,10/10/1998,10/10/2008,WILLIAM FISHER,010020-A  COLESVILLE  ROAD,silver spring,MD,20901,(301)681-6400x,POINT (-77.013838 39.019268),1998,2008
BUILDING CONTRACTORS LICENSE,BC3885,07/13/2006,07/12/2010,"DONALD PRETSCH, JR.",5237 CLIFTON STREET,alexandria,VA,22312,(703)941-3262x,POINT (-77.171463 38.80884),2006,2010
BUILDING CONTRACTORS LICENSE,BC3705,03/04/2003,03/04/2011,HOWARD GOLDFARB,15300 HALL ROAD,mitchellville,MD,20721,(301)249-2627x,POINT (-76.739342 38.903641),2003,2011
BUILDING CONTRACTORS LICENSE,BC2663,05/13/1993,05/02/2002,DONALD EDWARDS,224 QUAINT ACRES DRIVE,silver spring,MD,20904,(301)622-2797,POINT (-77.004166 39.049118),1993,2002
BUILDING CONTRACTORS LICENSE,BC3513,06/02/1999,06/02/2009,"WILLIAM BARBER, III","10933 PARK ROAD,",fairfax,VA,22030,(703)385-9533x,POINT (-77.325732 38.850898),1999,2009
BUILDING CONTRACTORS LICENSE,BC2448,06/22/1997,06/22/2001,IWATA SHUNICHIRO,9194 RED BRANCH ROAD,columbia,MD,21045,(410)964-3255x,POINT (-76.827182 39.230578),1997,2001
BUILDING CONTRACTORS LICENSE,BC3668,08/06/2002,08/02/2007,DOMINICK MONA,50 LEELAND ROAD,edgewater,MD,21037,(301)261-4167x,POINT (-76.555192 38.944606),2002,2007
BUILDING CONTRACTORS LICENSE,BC3783,08/03/2004,08/03/2006,ALAN HILL,17111 OVERHILL ROAD,derwood,MD,20855,(301)412-1675x,POINT (-77.140489 39.13809),2004,2006
BUILDING CONTRACTORS LICENSE,BC2583,11/12/1996,11/12/1998,CLAUDIO JOSEPH,PO BOX 15-502,chevy chase,MD,20825,(301)455-3322x,missing,1996,1998
BUILDING CONTRACTORS LICENSE,BC2203,09/17/1998,09/17/2004,ROBERT HILLERSON,000801  WAYNE  AVENUE,silver spring,MD,20910,(301)565-0886x,POINT (-77.022144 38.99696),1998,2004
BUILDING CONTRACTORS LICENSE,BC3451,04/07/1998,04/07/2000,KATHLEEN BOWERS,1721  OAKLEY  PLACE,annapolis,MD,21401,(410)626-7133x,POINT (-76.439959 39.01005),1998,2000
BUILDING CONTRACTORS LICENSE,BC3849,11/02/2005,11/02/2007,SHAHIN BATMANGLICH,13 MARTINS LANE,rockville,MD,20850,(240)620-3040,POINT (-77.155725 39.091347),2005,2007
BUILDING CONTRACTORS LICENSE,BC3982,03/04/2009,03/04/2011,JOHN KELLEY,5100 WISCONSIN AVENUE,washington,DC,20016,(202)244-5095x,POINT (-77.083526 38.956444),2009,2011
BUILDING CONTRACTORS LICENSE,BC3777,08/04/2004,08/04/2006,JERRY RICCIARDI,"C/O PATRIOT GROUP, 1003 K STREET, NW",washington,DC,20001,(202)737-9540x,missing,2004,2006
BUILDING CONTRACTORS LICENSE,BC3036,06/19/1997,04/29/1999,THOMAS CROWN,017616  PARKRIDGE  DRIVE,gaithersburg,MD,20878,(301)926-0912x,POINT (-77.239772 39.145564),1997,1999
BUILDING CONTRACTORS LICENSE,BC3507,05/04/1999,05/04/2001,CARLOS FERNANDES,P.O. BOX 668,kensington,MD,20895,(301)656-1580x,missing,1999,2001
BUILDING CONTRACTORS LICENSE,BC3439,01/06/1998,01/06/2000,ERIK JOHNSON,12644  CHAPEL  ROAD,clifton,VA,20124,(703)266-0767x,POINT (-77.38504 38.781025),1998,2000
BUILDING CONTRACTORS LICENSE,BC3587,02/02/2001,01/10/2005,COX PEGGY,"1000 WATER STREET, S.W.",washington,DC,20024,(301)343-2946x,missing,2001,2005
BUILDING CONTRACTORS LICENSE,BC3511,06/02/1999,06/02/2013,HAMID IZADI,4711 ROSEDALE AVENUE,bethesda,MD,20814,(301)654-9299x101,POINT (-77.095015 38.992724),1999,2013
BUILDING CONTRACTORS LICENSE,BC3256,09/29/1998,09/29/2012,ABDULLAH ALWAZIR,"1880 HOWARD AVENUE,",vienna,VA,22182,(703)565-2291x,POINT (-77.234444 38.915575),1998,2012
BUILDING CONTRACTORS LICENSE,BC3236,06/27/1998,06/27/2002,LEO WALKER,000404  TWISTED STALK  DRIVE,gaithersburg,MD,20878,(301)417-0008x,POINT (-77.220441 39.113294),1998,2002
BUILDING CONTRACTORS LICENSE,BC3566,07/11/2000,07/11/2006,JULIAN SWISHER,24801 SILVER CREST DRIVE,laytonsville,MD,20882,(301)252-1233x,POINT (-77.172199 39.263209),2000,2006
BUILDING CONTRACTORS LICENSE,BC0930,08/12/1994,02/02/2002,"WILLIAM VALOIS, SR.",017040  CLEAR CREEK  DRIVE,silver spring,MD,20905,(301)989-1757x,POINT (-76.983693 39.136104),1994,2002
BUILDING CONTRACTORS LICENSE,BC3845,10/11/2005,10/11/2011,SHIN CHUNG,18567 BROOKE ROAD,sandy spring,MD,20860,(301)257-7126x,POINT (-77.029657 39.160765),2005,2011
BUILDING CONTRACTORS LICENSE,BC2742,05/05/1999,05/05/2003,EDWARD HENGERER,11011 BRENT ROAD,potomac,MD,20854,(301)299-3059x,POINT (-77.225198 38.998735),1999,2003
BUILDING CONTRACTORS LICENSE,BC3002,03/10/1999,03/10/2013,LOUIS DOBSON,2502 SAINT GEORGE WAY,brookeville,MA,20833,(301)570-6671x,POINT (-77.053913 39.168446),1999,2013
BUILDING CONTRACTORS LICENSE,BC3450,03/05/1998,03/05/2000,TOMOTHY SUTTON,1651  CROFTON  LANE,crofton,MD,21114,(301)858-1222x,missing,1998,2000
BUILDING CONTRACTORS LICENSE,BC3814,04/05/2005,04/05/2013,DONALD GIBBONS,11909 ASHLEY DRIVE,rockville,MD,20852,(301)775-6829x,POINT (-77.091908 39.050834),2005,2013
BUILDING CONTRACTORS LICENSE,BC2653,06/01/1999,06/01/2011,BARBARA MELVIN,9301 MERKEL FARM ROAD,bowie,MD,20715,(301)482-1600x,POINT (-76.749416 39.020333),1999,2011
BUILDING CONTRACTORS LICENSE,BC3804,01/12/2005,01/12/2009,MICHAEL COLLIER,2900 TELESTAR COURT,falls church,VA,22042,(703)698-4040x,POINT (-77.22424 38.87272),2005,2009
BUILDING CONTRACTORS LICENSE,BC2576,10/23/1998,10/23/2010,WILLIAM HANCOCK,021721  BRINK MEADOW  LANE,germantown,MD,20876,(301)916-0866x,POINT (-77.243429 39.214997),1998,2010
BUILDING CONTRACTORS LICENSE,BC4007,05/09/2012,05/05/2014,THOMAS MCCULLOUGH,"5039 CONNECTICUT AVENUE, NW",washington,DC,20008,(202)237-2415x,POINT (-77.070363 38.955937),2012,2014
BUILDING CONTRACTORS LICENSE,BC0397,03/31/1999,03/30/2007,MARTIN PORETSKY,"6939 GEORGIA AVENUE, NW",washington,DC,20012,(202)726-9410x,POINT (-77.026736 38.974948),1999,2007
BUILDING CONTRACTORS LICENSE,BC2881,09/20/1998,09/20/2000,JEFFREY JONES,004801  SUNDOWN  ROAD,laytonsville,MD,20882,(301)774-5583x,POINT (-77.091991 39.22026),1998,2000
BUILDING CONTRACTORS LICENSE,BC4038,03/04/2011,03/04/2013,MARY CHOI,11204 GREEBRIAR PRESERVE LANE,potomac,MD,20854,(301)461-3186x,POINT (-77.23346 39.054233),2011,2013
BUILDING CONTRACTORS LICENSE,BC2515,02/05/1997,02/05/1999,ANDY & ROBERT COCOZZELLA,013628  MAIDSTONE  LANE,potomac,MD,20854,(301)258-7826x,POINT (-77.287068 39.056581),1997,1999
BUILDING CONTRACTORS LICENSE,BC3640,12/05/2001,12/04/2003,ROBERT SCRANTON,10753 BIRMINGHAM WAY,woodstock,MD,21163,(410)750-1200x,POINT (-76.888087 39.30824),2001,2003
BUILDING CONTRACTORS LICENSE,BC3373,11/13/1998,11/13/2000,DONALD STEVENS,17925  BARNESVILLE  ROAD,barnesville,MD,20838,(301)916-3255x,POINT (-77.375198 39.220758),1998,2000
BUILDING CONTRACTORS LICENSE,BC0891,03/01/1999,03/01/2005,"JOHN TOMASSINI, SR.",24611  RIDGE  ROAD,damascus,MD,20872,(301)682-7494x,POINT (-77.2226 39.260946),1999,2005
BUILDING CONTRACTORS LICENSE,BC3619,06/11/2001,06/11/2015,THOMAS MCCULLOUGH,"5039 CONNECTICUT AVENUE, N.W.,",washington,DC,20008,(202)237-2415x10,POINT (-77.070363 38.955937),2001,2015
BUILDING CONTRACTORS LICENSE,BC3600,03/06/2001,03/06/2005,CARL SCHMICK,125 KATE WAGNER ROAD,westminster,MD,21157,(410)857-6124x,POINT (-77.000865 39.538603),2001,2005
BUILDING CONTRACTORS LICENSE,BC3946,12/05/2007,12/05/2015,MICHAEL KANZE,10412 MONTGOMERY AVENUE,kensington,MD,20895,(301)933-7420x,POINT (-77.072219 39.02635),2007,2015
BUILDING CONTRACTORS LICENSE,BC3476,09/02/1998,09/02/2004,SPENCER BOSTON,3405  NORBECK  ROAD,silver spring,MD,20906,(301)924-3963x,POINT (-77.067834 39.112778),1998,2004
BUILDING CONTRACTORS LICENSE,BC3061,07/18/1997,07/18/1999,JOHN SAMPERTON .,008555  CONNECTICUT  AVE,chevy chase,MD,20815,(301)656-1121x,POINT (-77.077089 38.996167),1997,1999
BUILDING CONTRACTORS LICENSE,BC4039,03/04/2011,03/04/2013,MOUNIER DIAB,16179 RADBURN STREET,woodbridge,VA,22191,(703)629-5041x,POINT (-77.29044 38.601422),2011,2013
BUILDING CONTRACTORS LICENSE,BC3686,11/13/2002,11/13/2010,MOHAMED JAFFAR AHMAD,"9639 DOCTOR PERRY ROAD,",ijamsville,MD,21754,(301)961-8365x,POINT (-77.332526 39.298867),2002,2010
BUILDING CONTRACTORS LICENSE,BC3990,06/16/2009,06/16/2011,THOMAS SULLIVAN,"4827 RUGBY AVENUE,",bethesda,MD,20814,(301)961-3040x,POINT (-77.098095 38.991095),2009,2011
BUILDING CONTRACTORS LICENSE,BC3356,08/07/1998,08/07/2000,RICHARD KIRBY,1 NORTH STREET,brookevile,MD,20833,(301)370-0660x,POINT (-77.05969 39.183106),1998,2000
BUILDING CONTRACTORS LICENSE,BC3309,09/12/1997,09/12/1999,ROBERT LIPOVSKY,3401 ROSEMARY LA,hyattsville,MD,20872,(301)927-9249x,POINT (-76.956746 38.978356),1997,1999
BUILDING CONTRACTORS LICENSE,BC2647,03/21/1997,03/21/1999,CARL JACOBSEN,009409  ELIZABETH  CT,fulton,MD,20759,(301)953-2083x,POINT (-76.936531 39.141819),1997,1999
BUILDING CONTRACTORS LICENSE,BC4054,09/08/2011,09/08/2013,JOHN DENMAN,217 HOLLAND ROAD,severna park,MD,21146,(410)703-3420x,POINT (-76.562902 39.073499),2011,2013
BUILDING CONTRACTORS LICENSE,BC3290,05/10/1999,05/10/2011,JEFFREY PERKINS,"004061  POWDER MILL  ROAD,",calverton,MD,20705,(301)572-1900x,POINT (-76.936476 39.047683),1999,2011
BUILDING CONTRACTORS LICENSE,BC3407,07/10/1999,07/10/2001,CHARLES WHITE,P.O. BOX 220,stevenson,MD,21153,(410)561-4662x,missing,1999,2001
BUILDING CONTRACTORS LICENSE,BC3316,10/03/1997,10/03/2003,JAMES TOBIN,1700  ELTON  ROAD,silver spring,MD,20903,(301)431-0400x,POINT (-76.974914 39.019968),1997,2003
BUILDING CONTRACTORS LICENSE,BC3438,12/02/1997,12/02/2005,JAMES DAYHOFF,13127 LUTES DRIVE,silver spring,MD,20906,(301)933-0848x,POINT (-77.051926 39.072183),1997,2005
BUILDING CONTRACTORS LICENSE,BC3714,05/06/2003,05/06/2005,ERIC PILKA,178 RIVER PARK DRIVE,great falls,VA,22066,(703)759-6737x,POINT (-77.285829 39.034114),2003,2005
BUILDING CONTRACTORS LICENSE,BC2962,09/14/1999,09/14/2013,MICHAEL KIRKLAND,005704  FOGGY  LANE,rockville,MD,20855,(301)674-2001x,POINT (-77.114789 39.142508),1999,2013
BUILDING CONTRACTORS LICENSE,BC3431,11/04/1997,11/04/2015,JOSHUA POLLAK,5627 OLDCHESTER ROAD,bethesda,MD,20814,(301)526-3227,POINT (-77.112942 38.984556),1997,2015
BUILDING CONTRACTORS LICENSE,BC2603,01/14/1999,01/14/2007,"JAMES WILSON, JR.",P.O. BOX 85,libertytown,MD,21762,(301)898-8400x,missing,1999,2007
BUILDING CONTRACTORS LICENSE,BC4060,02/17/2012,10/11/2014,JAY EICHBERG,1390 PICCARD DRIVE,rockville,MD,20850,(301)440-7804,POINT (-77.18095 39.10768),2012,2014
BUILDING CONTRACTORS LICENSE,BC3487,11/03/1998,11/03/2000,DONALD IVEY,14  POLLY TRAIL,fairfield,PA,17320,(717)642-6394x,POINT (-77.398163 39.745623),1998,2000
BUILDING CONTRACTORS LICENSE,BC3904,12/06/2006,12/06/2008,C. DEAN PATRINELY,"7401 WISCONSIN AVENUE,",bethesda,MD,20814,(301)968-4000x,POINT (-77.093895 38.983918),2006,2008
BUILDING CONTRACTORS LICENSE,BC3344,05/07/1996,06/05/2005,DAVID BROWN,6506 81ST STREET,cabin john,MD,20818,NA,POINT (-77.166944 38.975623),1996,2005
BUILDING CONTRACTORS LICENSE,BC3877,06/07/2006,06/07/2010,RICHARD NADEAU,7902 WESTPARK DRIVE,mclean,VA,22102,(703)273-7500x,POINT (-77.217759 38.924449),2006,2010
BUILDING CONTRACTORS LICENSE,BC3556,06/09/2000,06/07/2012,"CLARENCE WRIGHT, JR.",17724 COUNTRY HILLS ROAD,ashton,MD,20861,(301)260-1888x,POINT (-77.013473 39.144381),2000,2012
BUILDING CONTRACTORS LICENSE,BC3357,08/07/1998,08/07/2000,LOUIS SIEGEL,14  STRAW HAT  ROAD,owings mills,MD,21117,(410)356-4400x,POINT (-76.78453 39.42361),1998,2000
BUILDING CONTRACTORS LICENSE,BC3548,03/15/2000,03/15/2008,FRED MARGOLIS,10841 SPRING KNOLL DRIVE,potomac,MD,20854,(301)983-8677x,POINT (-77.223822 39.023722),2000,2008
BUILDING CONTRACTORS LICENSE,BC3787,10/06/2004,10/06/2010,THOMAS BAUM,"7850 WALKER DRIVE,",greenbelt,MD,20770,(301)220-0100x,POINT (-76.895048 38.998506),2004,2010
BUILDING CONTRACTORS LICENSE,BC3842,09/14/2005,09/14/2009,SERJIK TILIMIAN,5610 GREENTREE ROAD,bethesda,MD,20817,(301)564-4042x,POINT (-77.11329 39.00034),2005,2009
BUILDING CONTRACTORS LICENSE,BC2790,09/17/1999,08/17/2007,CHARLES EDMUNDS,9005 CONGRESSIONAL COURT,potomac,MD,20854,(301)469-4745x,POINT (-77.185147 39.001256),1999,2007
BUILDING CONTRACTORS LICENSE,BC3639,12/05/2001,12/04/2005,IRAJ EKBATANI,P.O. BOX 1522,great falls,VA,22066,(703)404-9500x,missing,2001,2005
BUILDING CONTRACTORS LICENSE,BC3404,06/03/1997,06/03/1999,JOSEPH DEVEREUX,"10220  RIVER  ROAD,",potomac,MD,20854,(301)765-9575x,POINT (-77.209464 39.018357),1997,1999
BUILDING CONTRACTORS LICENSE,BC3802,01/12/2005,01/12/2007,BRENT PRATT,"9600 BLACKWELL ROAD,",rockville,MD,20850,(240)499-9600x,POINT (-77.193181 39.101285),2005,2007
BUILDING CONTRACTORS LICENSE,BC3308,09/12/1997,09/12/1999,RICHARD GUBER,12165  DARNESTOWN  ROAD,gaithersburg,MD,20878,(301)921-9050x,POINT (-77.251495 39.117547),1997,1999
BUILDING CONTRACTORS LICENSE,BC3530,10/14/1999,10/06/2005,CHRISTOPHER DORMENT,7900 WESTPARK DRIVE,mclean,VA,22102,(703)584-3540x,POINT (-77.217759 38.924449),1999,2005
BUILDING CONTRACTORS LICENSE,BC0946,04/08/1999,04/08/2003,JOHN MATTHEWS,6604 VIRGINIA VIEW COURT,bethesda,MD,20816,(301)229-0234x,POINT (-77.132534 38.963078),1999,2003
BUILDING CONTRACTORS LICENSE,BC3503,05/04/1999,05/04/2005,NIELS OSTER,19416 PYRITE  LANE,brookeville,MD,20833,(301)674-4976x,POINT (-77.03907 39.172688),1999,2005
BUILDING CONTRACTORS LICENSE,BC3645,03/05/2002,03/05/2006,STANLEY SLOTER,"1415 N. TAFT STREET,",arlington,VA,22201,(703)527-7500x,POINT (-77.0818 38.889934),2002,2006
BUILDING CONTRACTORS LICENSE,BC3586,02/02/2001,01/09/2003,EDWARD MORIARTY,9822 MAPLE LEAF DRIVE,gaithersburg,MD,20886,(301)330-8398x,POINT (-77.202173 39.187519),2001,2003
BUILDING CONTRACTORS LICENSE,BC3737,11/04/2003,11/04/2013,HARIS SIDDIQUI,13520 POTOMAC RIDING LANE,rockville,MD,20850,(301)294-6390x,POINT (-77.241601 39.076271),2003,2013
BUILDING CONTRACTORS LICENSE,BC3635,11/06/2001,11/06/2009,"DOMENICK MINGIONE, JR.",35447 MILLVILLE ROAD,middleburg,VA,20117,(540)687-3846x,POINT (-77.77942 38.990146),2001,2009
BUILDING CONTRACTORS LICENSE,BC0764,12/05/1998,12/31/1999,JOHN CHRISTIAN,006502  RIDGE  DRIVE,bethesda,MD,20816,(301)229-1533x,POINT (-77.122071 38.944263),1998,1999
BUILDING CONTRACTORS LICENSE,BC3981,03/04/2009,03/04/2015,SHAWN KHORSHIDI,627 WALKER ROAD,great falls,VA,22066,(703)400-3862x,POINT (-77.294021 39.0053),2009,2015
BUILDING CONTRACTORS LICENSE,BC3345,05/07/1998,05/07/2000,KAMIAR HAMALI,12046  MONTROSE VILLAGE  TERRACE,rockville,MD,20852,(301)230-2318x,POINT (-77.130633 39.054183),1998,2000
BUILDING CONTRACTORS LICENSE,BC3954,05/06/2008,05/06/2010,KELLIE KEEHN,13509 PATERNAL GIFT DRIVE,highland,MD,20777,(301)854-2764x,POINT (-76.957962 39.177086),2008,2010
BUILDING CONTRACTORS LICENSE,BC3677,10/09/2002,10/09/2010,JAHANBIN VASAL,5903 KINGSWOOD ROAD,bethesda,MD,20814,(301)897-0630x,POINT (-77.118863 39.018632),2002,2010
BUILDING CONTRACTORS LICENSE,BC3140,06/03/1999,06/03/2007,GEORGE FRITZ,"002131  ESPEY  COURT,",crofton,MD,21114,(410)721-4877x,POINT (-76.699179 38.989265),1999,2007
BUILDING CONTRACTORS LICENSE,BC3827,06/08/2005,06/08/2007,NEVILLE TOWNSEND,10800 F. HANNA STREET,beltsville,MD,20705,(301)585-0546x,POINT (-76.907714 39.0284),2005,2007
BUILDING CONTRACTORS LICENSE,BC3188,08/30/1993,08/30/1993,"JAMES, III HERBERT",004804  SWEETBIRCH  DR,rockville,MD,20853,NA,POINT (-77.095535 39.1115),1993,1993
BUILDING CONTRACTORS LICENSE,BC3378,02/10/1999,07/09/2004,REZA MEHRABIAN,"7115  LEESBURG  PIKE,",falls church,VA,22043,(703)533-3121x,POINT (-77.191322 38.895161),1999,2004
BUILDING CONTRACTORS LICENSE,BC3026,02/07/1999,02/07/2003,AYMAN FAROUKI,002233  WISCONSIN  AVENUE,washington,DC,20007,(202)333-8891x,missing,1999,2003
BUILDING CONTRACTORS LICENSE,BC2993,04/02/1998,04/02/2002,RODGER SCHMIDT,017604  BOWIE MILL  ROAD,rockville,MD,20855,(301)330-2345x,POINT (-77.118465 39.145234),1998,2002
BUILDING CONTRACTORS LICENSE,BC3480,09/02/1998,09/02/2008,STEPHEN GRIFFIN,13554 TRIADELPHIA ROAD,ellicott city,MD,21042,(410)531-8105x,POINT (-76.983885 39.264211),1998,2008
BUILDING CONTRACTORS LICENSE,BC3601,03/06/2001,03/06/2003,THOMAS TURNER,8135 SNOUFFER SCHOOL ROAD,gaithersburg,MD,20879,(301)519-9715x,POINT (-77.167478 39.164533),2001,2003
BUILDING CONTRACTORS LICENSE,BC3711,04/01/2003,04/01/2005,GREG MORGAN,414280 PARK MEADOW DRIVE,chantilly,VA,20151,(703)449-6500x,missing,2003,2005
BUILDING CONTRACTORS LICENSE,BC2554,03/31/1997,03/31/1999,THOMAS NATELLI,506 MAIN STREET,gaithersburg,MD,20878,(301)670-4020x,POINT (-77.235138 39.120888),1997,1999
BUILDING CONTRACTORS LICENSE,BC3771,06/03/2004,06/02/2006,JEFFREY JONES,4801 SUNDOWN ROAD,laytonsville,MD,20882,(301)775-2642x,POINT (-77.091991 39.22026),2004,2006
BUILDING CONTRACTORS LICENSE,BC3389,04/01/1999,10/30/2000,JAMES STACHURA,19829  EXECUTIVE PARK  CIRCLE,germantown,MD,20874,(301)353-0700x,POINT (-77.274065 39.179628),1999,2000
BUILDING CONTRACTORS LICENSE,BC3696,01/07/2003,01/07/2005,MARK BARBERICH,"6401 GOLDEN TRIANGLE DRIVE,",greenbelt,MD,20770,(301)220-0100x,POINT (-76.895985 38.997526),2003,2005
BUILDING CONTRACTORS LICENSE,BC2572,08/04/1998,08/04/2014,"PHILLIP SCHWARTZBECK, SR.",014800  SCHAEFFER  ROAD,boyds,MD,20841,(301)972-1675x,POINT (-77.308425 39.145979),1998,2014
BUILDING CONTRACTORS LICENSE,BC3172,06/19/1999,04/27/2003,KHODA KAMRAN,004818  MORGAN  DRIVE,chevy chase,MD,20815,(301)657-4060x,POINT (-77.096685 38.972902),1999,2003
BUILDING CONTRACTORS LICENSE,BC3909,01/10/2007,01/12/2009,BARRY MODESTE,"3262 SUPERIOR LANE, #222",bowie,MD,20715,(301)352-6615x,POINT (-76.732601 38.977846),2007,2009
BUILDING CONTRACTORS LICENSE,BC3725,07/16/2003,07/16/2005,EDUARDO ORTIZ,7709 POLARA PLACE,rockville,MD,20855,(301)404-2461x,POINT (-77.157968 39.13661),2003,2005
BUILDING CONTRACTORS LICENSE,BC3886,07/13/2006,07/12/2008,RAMI ROSEN,501 HUNGERFORD DRIVE,rockville,MD,20850,(301)315-8860x,POINT (-77.152606 39.090681),2006,2008
BUILDING CONTRACTORS LICENSE,BC3562,06/08/2000,06/07/2012,MILTON SILICKI,11680 WELLER HILL DRIVE,monrovia,MD,21770,(301)798-0606x,POINT (-77.261111 39.357179),2000,2012
BUILDING CONTRACTORS LICENSE,BC2997,11/04/1997,11/04/2001,GEORGE WORTHINGTON,P.O. BOX 378,barnesville,MD,20838,(301)972-7200x,missing,1997,2001
BUILDING CONTRACTORS LICENSE,BC3100,03/06/1998,03/06/2002,MURRAY WEISS,005819  TUDOR  LANE,rockville,MD,20852,(301)468-6719x,POINT (-77.118397 39.044003),1998,2002
BUILDING CONTRACTORS LICENSE,BC3400,05/19/1999,05/19/2011,ANTHONY CRANE,5405  BURLING  ROAD,bethesda,MD,20814,(301)656-5862x,POINT (-77.109399 38.980723),1999,2011
BUILDING CONTRACTORS LICENSE,BC3944,12/05/2007,12/05/2013,KAREN YINGST,2100 W. HARRISBURG PIKE,middletown,PA,17057,(717)944-7437x,POINT (-76.766623 40.200554),2007,2013
BUILDING CONTRACTORS LICENSE,BC3041,05/10/1999,05/10/2015,DAVID SWANN,14751  ADDISON  WAY,woodbine,MD,21797,(443)324-7075x,POINT (-77.028275 39.325008),1999,2015
BUILDING CONTRACTORS LICENSE,BC3549,04/04/2000,04/04/2002,KEVIN KASPER,15907 CRANBERRY COURT,dumfries,VA,22026,(703)680-1729x,POINT (-77.334393 38.608194),2000,2002
BUILDING CONTRACTORS LICENSE,BC3470,07/07/1998,07/07/2004,ROBERT BRANDT,"3201  NEW MEXICO AVENUE, NW.,",washington,DC,20016,(202)363-1100x,POINT (-77.085414 38.932727),1998,2004
BUILDING CONTRACTORS LICENSE,BC3482,10/06/1998,10/06/2004,GEORGE KING,15308  MORNINGMIST  LANE,silver spring,MD,20906,(301)438-0269x,POINT (-77.04306 39.105061),1998,2004
BUILDING CONTRACTORS LICENSE,BC3856,01/11/2006,01/11/2008,JOSEPH MULLANEY,10545 BETHESDA CHURCH ROAD,damascus,MD,20872,(301)253-6900x,POINT (-77.220264 39.286938),2006,2008
BUILDING CONTRACTORS LICENSE,BC3650,04/23/2002,04/23/2006,THOMAS TALTAVULL,20650 PLUM CREEK COURT,gaithersburg,MD,20882,(301)840-1847x,POINT (-77.174356 39.197044),2002,2006
BUILDING CONTRACTORS LICENSE,BC3446,02/03/1998,02/03/2000,OLIVER FOO,10601  TULIP  LANE,potomac,MD,20854,(301)340-9076x,POINT (-77.219675 39.058726),1998,2000
BUILDING CONTRACTORS LICENSE,BC3260,05/04/1999,05/04/2001,CHRISTOPHER COMMAROTA,11224-E  LIBERTY  ROAD,owings mill,MD,21117,(410)496-1000x,POINT (-76.868237 39.396201),1999,2001
BUILDING CONTRACTORS LICENSE,BC3748,02/11/2004,02/11/2010,CRAIG KAY,"751 ROCKVILLE PIKE,",rockville,MD,20852,(301)309-9110x,POINT (-77.142352 39.079048),2004,2010
BUILDING CONTRACTORS LICENSE,BC0257,03/31/1999,03/30/2013,ALBERT SMALL,"7501 WISCONSIN AVENUE,",bethesda,MD,20814,(301)215-7997x,POINT (-77.094202 38.984974),1999,2013
BUILDING CONTRACTORS LICENSE,BC3326,12/05/1997,04/05/2007,WILLIAM SWARTZ,768-D  FAIRVIEW  AVENUE,annapolis,MD,21403,(410)267-8941x,POINT (-76.485714 38.961144),1997,2007
BUILDING CONTRACTORS LICENSE,BC3397,05/06/1999,05/06/2003,JAMES SELFRIDGE,14045  GARED  DRIVE,glenwood,MD,21738,(410)531-8930x,POINT (-76.99889 39.283044),1999,2003
BUILDING CONTRACTORS LICENSE,BC3014,10/19/1998,10/19/2004,GEORGE EBNER,11905  BERNARD  DRIVE,silver spring,MD,20902,(301)933-0271x,POINT (-77.045963 39.051326),1998,2004
BUILDING CONTRACTORS LICENSE,BC3871,05/02/2006,05/02/2010,GERALD SMITH,"2908 M STREET, NW",washington,DC,20007,(202)333-8603x,POINT (-77.058413 38.905242),2006,2010
BUILDING CONTRACTORS LICENSE,BC3937,09/24/2007,09/24/2011,MARC ROSE,"14405 LAUREL PLACE,",laurel,MD,20707,(301)953-3110x,POINT (-76.860513 39.089044),2007,2011
BUILDING CONTRACTORS LICENSE,BC3872,05/02/2006,05/02/2008,MARK KINSELY,"8219 LEESBURG PIKE,",vienna,VA,22182,(703)663-6500x,POINT (-77.229106 38.916844),2006,2008
BUILDING CONTRACTORS LICENSE,BC3893,09/11/2006,09/11/2008,JOHN ROBERTSON,9818 LYONS MILL ROAD,owings mills,MD,21117,(410)655-1803x,POINT (-76.818972 39.390404),2006,2008
BUILDING CONTRACTORS LICENSE,BC3715,05/06/2003,05/06/2005,MICHAEL LEWIS,"8961 TOWN CENTER CIRCLE,",largo,MD,20774,(301)254-6453x,POINT (-76.840554 38.900119),2003,2005
BUILDING CONTRACTORS LICENSE,BC0434,02/18/1999,02/18/2001,BURTON REINER,000401  M  STREET S.W.,washington,DC,20024,(202)488-8800x,POINT (-77.018026 38.876515),1999,2001
