Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
24125,11/22/2010,12/15/2010,2010,Residential   Mechanical,20886
21893,06/23/2009,07/23/2009,2009,Industrial/commercial   Electrical Amp Equip,20910
21961,07/06/2009,08/21/2009,2009,Residential   El  Amplification Equip,20874
20182430,10/23/2018,12/14/2018,2018,Industrial/commercial  construction/repair/demolit,20814
9997,06/02/1998,06/22/1998,1998,Residential   Motor Vehicle Noise,20905
6223,08/16/1996,02/21/2004,1996,Industrial/commercial   Equipment Noise,20854
14952,07/13/2004,07/28/2004,2004,Industrial/commercial   Equipment Noise,20818
20232287,09/21/2023,10/04/2023,2023,Industrial/commercial   Electrical Amp Equip,20814
17797,06/16/2006,10/06/2006,2006,Industrial/commercial   Electrical Amp Equip,20910
20171623,05/25/2017,12/13/2017,2017,Industrial/commercial  construction/repair/demolit,20852
5495,07/19/1996,07/26/1996,1996,Residential   Mechanical,20878
20202552,10/02/2020,10/28/2020,2020,Industrial/commercial   Equipment Noise,20877
20172428,11/01/2017,11/29/2017,2017,Residential Muti Tenant Dwelling,20874
2013447,04/26/2013,05/23/2013,2013,Residential   Construction/repair/demolition,20852
20182304,09/21/2018,10/19/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20854
19959,02/05/2008,03/13/2008,2008,Industrial/commercial  construction/repair/demolit,20815
20202753,11/09/2020,12/10/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20901
5089,10/27/1995,11/30/1995,1995,Industrial/commercial   Equipment Noise,20882
20171500,05/01/2017,05/08/2017,2017,Residential House/yard,20854
1928,03/30/2001,05/21/2001,2001,Industrial/commercial   Equipment Noise,20816
18994,05/09/2007,05/18/2007,2007,Industrial/commercial   Equipment Noise,20852
20253450,12/31/2025,,2025,Residential Muti Tenant Dwelling,20874
20202089,06/26/2020,07/07/2020,2020,Industrial/commercial   Refuse Noise Collection,20850
20192130,07/19/2019,09/30/2019,2019,Waiver Request,20852
17546,04/13/2006,05/08/2006,2006,Industrial/commercial  construction/repair/demolit,20817
20251594,04/28/2025,06/30/2025,2025,Residential   Construction/repair/demolition,20816
7513,07/03/1997,07/30/1997,1997,Industrial/commercial   Equipment Noise,20876
19308,07/18/2007,08/03/2007,2007,Industrial/commercial  construction/repair/demolit,20817
20252812,10/22/2025,11/17/2025,2025,Residential   Motor Vehicle Noise,20871
19391,08/13/2007,10/08/2007,2007,Industrial/commercial  construction/repair/demolit,20852
8550,03/19/1999,07/14/1999,1999,Industrial/commercial   Equipment Noise,20910
20252776,10/19/2025,11/05/2025,2025,Leaf Blower Use   Petro Fueled,20901
18579,01/18/2007,02/09/2007,2007,Industrial/commercial  construction/repair/demolit,20871
20192659,11/07/2019,11/12/2019,2019,Industrial/commercial   Equipment Noise,20814
20252982,11/09/2025,12/03/2025,2025,Leaf Blower Use   Petro Fueled,20903
20141196,09/10/2014,10/01/2014,2014,Industrial/commercial   Equipment Noise,20902
20192647,11/05/2019,02/04/2020,2019,Waiver Request,20904
20172079,08/03/2017,09/07/2017,2017,Industrial/commercial   Electrical Amp Equip,20814
20252942,11/05/2025,11/26/2025,2025,Residential   El  Amplification Equip,20901
20131176,09/18/2013,09/30/2013,2013,Residential   Mechanical,20901
10190,07/15/1998,07/28/1998,1998,Industrial/commercial  construction/repair/demolit,20833
20152177,09/08/2015,09/15/2015,2015,Industrial/commercial   Equipment Noise,20816
20131278,10/18/2013,02/25/2014,2013,Waiver Request,20850
20141465,11/06/2014,11/25/2014,2014,Industrial/commercial  construction/repair/demolit,20850
20191405,03/28/2019,06/17/2019,2019,Waiver Request,20850
8390,01/05/1999,08/26/1999,1999,Industrial/commercial   Equipment Noise,20855
25721,11/22/2011,02/22/2012,2011,Industrial/commercial   heat Pump/ac Noise,20892
20221836,06/21/2022,08/22/2022,2022,Waiver Request,20852
20182549,11/26/2018,01/28/2019,2018,Residential Muti Tenant Dwelling,20906
22260,08/21/2009,10/15/2009,2009,Residential House/yard,20815
2351,08/01/2001,09/18/2001,2001,Residential   Motor Vehicle Noise,20837
431,05/09/2000,06/01/2001,2000,Industrial/commercial   Equipment Noise,20886
20162237,09/19/2016,10/03/2016,2016,Residential   Construction/repair/demolition,20910
20261001,01/02/2026,01/27/2026,2026,Leaf Blower Use   Petro Fueled,20905
16546,07/14/2005,07/22/2005,2005,Industrial/commercial  construction/repair/demolit,20850
20222363,10/14/2022,11/02/2022,2022,Residential   Construction/repair/demolition,20853
20212902,12/28/2021,01/07/2022,2021,Residential   El  Amplification Equip,20902
26374,05/09/2012,05/21/2012,2012,Industrial/commercial  construction/repair/demolit,20878
20221935,07/11/2022,08/22/2022,2022,Residential   El  Amplification Equip,20815
20181126,02/08/2018,03/13/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20222473,11/14/2022,12/06/2022,2022,Industrial/commercial  construction/repair/demolit,20816
20221504,04/20/2022,07/24/2023,2022,Industrial/commercial   Equipment Noise,20850
20172478,11/14/2017,11/28/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20815
20212311,08/26/2021,09/20/2021,2021,Residential   El  Amplification Equip,20886
20141552,12/02/2014,12/30/2014,2014,Residential   El  Amplification Equip,20817
20201548,04/07/2020,04/29/2020,2020,Residential   Construction/repair/demolition,20874
19987,02/19/2008,02/21/2008,2008,Industrial/commercial   Refuse Noise Collection,20854
20242752,12/23/2024,01/27/2025,2024,Residential   El  Amplification Equip,20901
5698,04/23/1996,05/08/1996,1996,Industrial/commercial   Equipment Noise,20850
20192775,12/06/2019,12/09/2019,2019,Industrial/commercial   Refuse Noise Collection,20871
20172105,08/10/2017,09/28/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20902
20181761,05/14/2018,12/14/2018,2018,Waiver Request,20910
20172145,08/23/2017,09/28/2017,2017,Residential   Construction/repair/demolition,20816
20212387,09/13/2021,10/11/2021,2021,Residential House/yard,20912
19224,06/25/2007,07/03/2007,2007,Industrial/commercial   Equipment Noise,20895
20192051,07/02/2019,07/16/2019,2019,Residential Muti Tenant Dwelling,20874
20181634,04/24/2018,06/21/2018,2018,Industrial/commercial   Equipment Noise,20895
19436,08/27/2007,11/06/2007,2007,Industrial/commercial  construction/repair/demolit,20910
26619,07/05/2012,09/12/2012,2012,Residential   Mechanical,20816
16196,04/21/2005,08/31/2005,2005,Industrial/commercial  construction/repair/demolit,20910
21681,05/01/2009,05/18/2009,2009,Industrial/commercial  construction/repair/demolit,20814
20231642,05/18/2023,07/05/2023,2023,Industrial/commercial  construction/repair/demolit,20855
2014487,04/10/2014,05/06/2014,2014,Residential Muti Tenant Dwelling,20912
20242507,10/28/2024,11/14/2024,2024,Industrial/commercial  construction/repair/demolit,20816
20221549,04/28/2022,06/01/2022,2022,Industrial/commercial   Equipment Noise,20817
20437,06/02/2008,07/10/2008,2008,Industrial/commercial   Equipment Noise,20906
22732,12/04/2009,01/28/2010,2009,Residential   El  Amplification Equip,20886
19773,12/04/2007,01/29/2008,2007,Industrial/commercial  construction/repair/demolit,20902
20232578,11/29/2023,12/01/2023,2023,Residential   El  Amplification Equip,20850
20222173,08/31/2022,11/01/2022,2022,Waiver Request,20874
18219,10/03/2006,11/07/2006,2006,Industrial/commercial  construction/repair/demolit,20814
8090,12/04/1997,01/28/1998,1997,Residential House/yard,20879
13934,12/17/2003,12/17/2003,2003,Industrial/commercial   Refuse Noise Collection,20855
20162315,10/06/2016,10/31/2016,2016,Residential Muti Tenant Dwelling,20906
986,09/20/2000,10/01/2000,2000,Industrial/commercial   Equipment Noise,20895
20211978,06/22/2021,11/23/2021,2021,Residential   Construction/repair/demolition,20853
20171065,01/23/2017,02/08/2017,2017,Residential Muti Tenant Dwelling,20906
19495,09/13/2007,09/14/2007,2007,Industrial/commercial  construction/repair/demolit,20912
18193,09/27/2006,10/12/2006,2006,Industrial/commercial  construction/repair/demolit,20814
20232192,09/01/2023,09/25/2023,2023,Waiver Request,20910
20253315,12/10/2025,12/31/2025,2025,Leaf Blower Use   Petro Fueled,20854
20212422,09/20/2021,10/11/2021,2021,Industrial/commercial  construction/repair/demolit,20850
1837,07/16/2001,10/19/2001,2001,Industrial/commercial  construction/repair/demolit,20854
20221644,05/18/2022,06/23/2022,2022,Industrial/commercial  construction/repair/demolit,20814
20261069,01/11/2026,02/02/2026,2026,Leaf Blower Use   Petro Fueled,20855
20191750,05/10/2019,06/17/2019,2019,Residential   Mechanical,20814
20211773,05/19/2021,06/11/2021,2021,Residential Muti Tenant Dwelling,20851
20161388,04/20/2016,05/31/2016,2016,Residential   Construction/repair/demolition,20854
20131123,09/05/2013,12/09/2013,2013,Waiver Request,20852
20192831,12/23/2019,02/04/2020,2019,Industrial/commercial   Electrical Amp Equip,20910
7935,10/06/1997,10/22/1997,1997,Residential   Mechanical,20852
20940,10/13/2008,11/14/2008,2008,Residential   Motor Vehicle Noise,20817
20252096,07/27/2025,10/21/2025,2025,Leaf Blower Use   Petro Fueled,20833
20252280,08/20/2025,09/11/2025,2025,Leaf Blower Use   Petro Fueled,20814
21503,03/25/2009,03/27/2009,2009,Residential   Construction/repair/demolition,20905
20171384,04/06/2017,04/21/2017,2017,Industrial/commercial   Equipment Noise,20814
20231158,02/07/2023,03/13/2023,2023,Residential   Construction/repair/demolition,20902
20232366,10/09/2023,02/12/2024,2023,Waiver Request,20850
20201931,05/27/2020,06/09/2020,2020,Residential House/yard,20815
684,07/10/2000,07/10/2000,2000,Residential House/yard,20886
20261158,01/30/2026,02/11/2026,2026,Residential Muti Tenant Dwelling,20886
20182264,09/13/2018,09/13/2018,2018,Residential Muti Tenant Dwelling,77380
9894,05/12/1998,06/28/1998,1998,Residential House/yard,20904
20251704,05/21/2025,06/23/2025,2025,Residential   Motor Vehicle Noise,20912
20251496,04/09/2025,05/01/2025,2025,Industrial/commercial   Refuse Noise Collection,20872
20222503,11/22/2022,02/16/2023,2022,Industrial/commercial  construction/repair/demolit,20815
707,07/17/2000,10/04/2000,2000,Industrial/commercial   Electrical Amp Equip,20905
20232470,11/03/2023,12/13/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20815
20191167,02/19/2019,03/11/2019,2019,Residential   Construction/repair/demolition,20895
20191398,03/27/2019,04/10/2019,2019,Industrial/commercial  construction/repair/demolit,20816
17693,05/24/2006,06/07/2006,2006,Residential House/yard,20841
9074,09/20/1999,10/23/2000,1999,Residential   Construction/repair/demolition,20852
20172561,12/04/2017,12/28/2017,2017,Industrial/commercial  construction/repair/demolit,20814
20202430,09/08/2020,09/28/2020,2020,Residential   Motor Vehicle Noise,20906
18487,12/15/2006,02/06/2007,2006,Industrial/commercial   Electrical Amp Equip,20878
9168,10/27/1999,11/29/1999,1999,Industrial/commercial  construction/repair/demolit,20910
20252828,10/24/2025,11/04/2025,2025,Industrial/commercial   Equipment Noise,20878
7108,04/15/1997,05/19/1997,1997,Industrial/commercial   Equipment Noise,20852
20251806,06/12/2025,06/16/2025,2025,Industrial/commercial   Equipment Noise,20842
20221830,06/21/2022,06/29/2022,2022,Residential   El  Amplification Equip,20902
20251027,01/09/2025,01/13/2025,2025,Industrial/commercial   Equipment Noise,20814
6486,11/06/1996,11/25/1996,1996,Industrial/commercial   Equipment Noise,20850
20201758,05/11/2020,05/28/2020,2020,Residential   El  Amplification Equip,20841
20212515,10/08/2021,03/10/2022,2021,Residential Muti Tenant Dwelling,20902
20161565,06/01/2016,06/06/2016,2016,Industrial/commercial   Equipment Noise,20910
23939,10/12/2010,11/15/2010,2010,Industrial/commercial  construction/repair/demolit,20910
24834,05/09/2011,05/25/2011,2011,Industrial/commercial   Equipment Noise,20832
20221011,01/04/2022,02/10/2022,2022,Industrial/commercial   Equipment Noise,20815
20162296,10/03/2016,11/07/2016,2016,Industrial/commercial  construction/repair/demolit,20815
20241955,07/05/2024,08/14/2024,2024,Residential   El  Amplification Equip,20904
19383,08/10/2007,08/10/2007,2007,Industrial/commercial   Electrical Amp Equip,20874
20231628,05/16/2023,06/20/2023,2023,Industrial/commercial   Refuse Noise Collection,20877
6385,09/15/1996,11/04/1996,1996,Residential House/yard,20855
20222017,07/26/2022,01/10/2023,2022,Waiver Request,20910
20151430,04/13/2015,04/30/2015,2015,Industrial/commercial   Equipment Noise,20902
7550,07/16/1997,07/28/1997,1997,Industrial/commercial   Equipment Noise,20817
20231703,05/30/2023,07/28/2023,2023,Residential Muti Tenant Dwelling,20878
25275,07/28/2011,08/12/2011,2011,Residential   El  Amplification Equip,20906
2013834,06/25/2013,08/05/2013,2013,Residential Muti Tenant Dwelling,20815
20232008,07/27/2023,11/09/2023,2023,Industrial/commercial  construction/repair/demolit,20853
20251105,02/05/2025,02/06/2025,2025,Waiver Request,20814
20131273,10/17/2013,10/17/2013,2013,Residential Muti Tenant Dwelling,20910
20172562,12/04/2017,01/12/2018,2017,Residential Muti Tenant Dwelling,20901
825,08/10/2000,10/10/2000,2000,Industrial/commercial  construction/repair/demolit,20876
20192571,10/18/2019,10/28/2019,2019,Waiver Request,20815
2013869,07/01/2013,12/09/2013,2013,Residential   Construction/repair/demolition,20871
13982,01/05/2004,05/04/2004,2004,Industrial/commercial   Equipment Noise,20816
20202624,10/14/2020,11/09/2020,2020,Residential Muti Tenant Dwelling,20877
20251491,04/08/2025,09/23/2025,2025,Noise Industrial/commercial   Leaf Blower Noise,20901
20192414,09/20/2019,11/18/2019,2019,Waiver Request,20904
20231453,04/10/2023,07/05/2023,2023,Residential   El  Amplification Equip,20902
2032,05/09/2001,06/21/2001,2001,Industrial/commercial  construction/repair/demolit,20814
19923,01/25/2008,04/21/2008,2008,Industrial/commercial  construction/repair/demolit,20814
20232249,09/13/2023,09/20/2023,2023,Industrial/commercial   Equipment Noise,20852
20151592,05/04/2015,06/12/2015,2015,Industrial/commercial   Electrical Amp Equip,20814
897,08/25/2000,08/29/2000,2000,Residential   Motor Vehicle Noise,20876
9773,04/14/1998,08/20/1998,1998,Residential House/yard,20877
8614,03/03/1999,07/16/1999,1999,Residential House/yard,20910
20221050,01/18/2022,02/17/2022,2022,Waiver Request,20815
20252090,07/25/2025,08/12/2025,2025,Residential Muti Tenant Dwelling,20902
20141108,08/12/2014,08/12/2014,2014,Residential   Construction/repair/demolition,20815
20252335,08/27/2025,10/15/2025,2025,Residential   El  Amplification Equip,20904
26328,04/30/2012,06/01/2012,2012,Industrial/commercial   Electrical Amp Equip,20874
1349,12/29/2000,01/29/2001,2000,Residential House/yard,20874
20252044,07/18/2025,08/26/2025,2025,Leaf Blower Use   Petro Fueled,20817
20222218,09/12/2022,11/15/2022,2022,Industrial/commercial   Electrical Amp Equip,20902
20222525,12/01/2022,05/10/2023,2022,Waiver Request,20814
20252558,09/23/2025,10/08/2025,2025,Industrial/commercial   Equipment Noise,20852
2013235,02/27/2013,07/02/2013,2013,Residential   Construction/repair/demolition,20817
12821,05/14/2003,07/30/2003,2003,Industrial/commercial   Equipment Noise,20814
20241286,02/29/2024,08/20/2024,2024,Waiver Request,20910
20212084,07/12/2021,02/18/2022,2021,Waiver Request,20882
20242014,07/15/2024,10/08/2024,2024,Residential   El  Amplification Equip,20882
20162347,10/13/2016,01/04/2017,2016,Residential Muti Tenant Dwelling,20902
13382,08/29/2003,09/11/2003,2003,Industrial/commercial   Equipment Noise,20910
20251820,06/13/2025,01/08/2026,2025,Residential   Construction/repair/demolition,20850
20222268,09/22/2022,09/26/2022,2022,Information Request,20906
20232444,10/30/2023,11/15/2023,2023,Residential   El  Amplification Equip,20874
6747,03/06/1997,03/21/1997,1997,Industrial/commercial   Electrical Amp Equip,20850
20172048,07/27/2017,08/15/2017,2017,Industrial/commercial  construction/repair/demolit,20910
8708,06/09/1999,04/27/2000,1999,Residential House/yard,20853
20251577,04/24/2025,07/29/2025,2025,Waiver Request,20850
20202439,09/09/2020,09/21/2020,2020,Industrial/commercial   Electrical Amp Equip,20877
13188,07/23/2003,06/25/2004,2003,Residential   El  Amplification Equip,20854
20172009,07/14/2017,09/07/2017,2017,Waiver Request,20814
8053,11/20/1997,01/20/1999,1997,Residential House/yard,20910
20182336,09/28/2018,10/17/2018,2018,Residential Muti Tenant Dwelling,20874
20241074,01/22/2024,02/08/2024,2024,Industrial/commercial   Equipment Noise,20853
20253324,12/11/2025,02/05/2026,2025,Industrial/commercial   Electrical Amp Equip,20910
13396,09/03/2003,12/15/2003,2003,Residential   Construction/repair/demolition,20854
2013179,02/07/2013,05/13/2013,2013,Residential   El  Amplification Equip,20886
7468,06/24/1997,07/10/1997,1997,Industrial/commercial  construction/repair/demolit,20852
13707,10/31/2003,09/21/2004,2003,Industrial/commercial   Electrical Amp Equip,20910
9836,04/28/1998,05/15/1998,1998,Residential   Motor Vehicle Noise,20814
20251639,05/07/2025,08/21/2025,2025,Residential Muti Tenant Dwelling,20906
20191040,01/15/2019,04/30/2019,2019,Waiver Request,20852
20252483,09/12/2025,10/07/2025,2025,Leaf Blower Use   Petro Fueled,20878
20221594,05/05/2022,10/31/2022,2022,Waiver Request,20901
