license_type,license_number,issue_date,expiration_date,primary_applicant,business_name,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC3000,06/22/1998,06/22/2008,J. EDWARD HAMEL,"HAMEL COMMERCIAL, INC.","5710 FURNACE AVENUE,",ELKRIDGE,MD,21075,(410)379-6700x,POINT (-76.705117 39.213736),1998,2008
BUILDING CONTRACTORS LICENSE,BC3198,10/12/1997,10/12/2009,PAUL JEFFS,"ACADIA CONTRACTORS, INC.","006106  MACARTHUR  BLVD.,",BETHESDA,MD,20816,(301)320-6702x,POINT (-77.115074 38.943095),1997,2009
BUILDING CONTRACTORS LICENSE,BC3649,04/09/2002,04/09/2006,MICHAEL BARNHART,THE BARNHART COMPANY,13737 LARK SONG DRIVE,GERMANTOWN,MD,20874,(301)428-9547x,POINT (-77.284968 39.16968),2002,2006
BUILDING CONTRACTORS LICENSE,BC3776,07/14/2004,07/14/2006,JEFFREY SARRIS,BETHESDA HOME IMPROVEMENT CORP,5608 ROOSEVELT STREET,BETHESDA,MD,20817,(301)512-9827,POINT (-77.114924 38.994894),2004,2006
BUILDING CONTRACTORS LICENSE,BC4027,11/02/2010,11/02/2012,IAN SANDERSON,"CEDAR RIDGE BUILDERS, LLC",7617 FISHER DRIVE,FALLS CHURCH,VA,22043,(703)969-2585x,POINT (-77.209168 38.911101),2010,2012
BUILDING CONTRACTORS LICENSE,BC4056,09/21/2011,09/21/2015,BRUCE TROJAN,BUNGALOW HOMES,"601 GLYNDON STREET, S.E.",VIENNA,VA,22180,(703)915-7592x,POINT (-77.254766 38.900172),2011,2015
BUILDING CONTRACTORS LICENSE,BC3984,04/09/2009,04/09/2013,RUBENS JOSEFINO,"R & A CONSTRUCTION, LLC",12811 EVANSTON STREET,ROCKVILLE,MD,20853,(571)237-9325x,POINT (-77.090347 39.065675),2009,2013
BUILDING CONTRACTORS LICENSE,BC3603,10/23/2002,04/04/2003,"EDWARD MILLER, JR.","BOYD PARK, LLC","4315 50TH STREET, N.W.",WASHINGTON,DC,20016,(202)895-2980x,POINT (-77.09852 38.945657),2002,2003
BUILDING CONTRACTORS LICENSE,BC3481,09/02/1998,09/02/2000,THOMAS TESTA,TESTA CONTRACTORS,9097  BESSIE CLEMSON  ROAD,UNION BRIDGE,MD,21791,(301)898-9538x,POINT (-77.206479 39.481441),1998,2000
BUILDING CONTRACTORS LICENSE,BC3547,03/15/2000,03/15/2004,DANIEL RUPPERT,"RUPPERT FAMILY BUILDERS, LLC",P.O. BOX 1350,GERMANTOWN,MD,20875,(301)455-4387x,missing,2000,2004
BUILDING CONTRACTORS LICENSE,BC3500,04/06/1999,04/06/2003,GREGORY BALIAN,HAVERFORD HOMES,6525  BELCREST  ROAD,HYATTSVILLE,MD,20782,(301)864-6500x,POINT (-76.953831 38.969626),1999,2003
BUILDING CONTRACTORS LICENSE,BC2915,03/06/1991,09/10/2018,JOS KLOCKNER & COMPANY,JOS KLOCKNER & COMPANY,6480 SLIGO MILL ROAD,TAKOMA PARK,MD,20912,(301)270-3033x,POINT (-77.001369 38.968669),1991,2018
BUILDING CONTRACTORS LICENSE,BC3350,06/04/1998,06/04/2000,EDWARD LOMBARDI,EDWARD V. LONBARDI CONTRACTOR,1201  MILLGROVE  ROAD,SILVER SPRING,MD,20905,(301)879-0393x,POINT (-76.989912 39.127585),1998,2000
BUILDING CONTRACTORS LICENSE,BC0957,04/01/1999,04/01/2013,PAUL KLINEDINST,"KLINEDINST MANAGEMENT, INC.","004405  EAST-WEST HWY.,",BETHESDA,MD,20814,(301)656-7252x,POINT (-77.090503 38.985131),1999,2013
BUILDING CONTRACTORS LICENSE,BC3996,11/03/2009,11/03/2011,JOHN ALLEN,"ALLEN BUILT, INC.",6 THORNE ROAD,CABIN JOHN,MD,20818,(301)229-7628x,POINT (-77.155545 38.972021),2009,2011
BUILDING CONTRACTORS LICENSE,BC3193,09/27/1999,09/27/2001,DOUGLAS D' ASCOLI,"DOUGLAS CONTRACTING, INC.",PO BOX 106,OLNEY,MD,20830,(301)924-0383x,missing,1999,2001
BUILDING CONTRACTORS LICENSE,BC3569,08/01/2000,08/01/2012,TOMASZ JAWORSKI,"IP CONSTRUCTION,LLC",10012 WOODHILL ROAD,BETHESDA,MD,20817,(301)365-0909x,POINT (-77.149518 39.019134),2000,2012
BUILDING CONTRACTORS LICENSE,BC3280,04/05/1999,04/05/2003,BRUCE SERIO,"VESTA BUILDERS, INC.",2705-B OLD WASHINGTON ROAD,WESTMINSTER,MD,21157,(410)840-9119x,POINT (-76.999169 39.499785),1999,2003
BUILDING CONTRACTORS LICENSE,BC3728,08/05/2003,08/05/2005,NORMAN LENNON,"FUTURE BUILDER'S & CONST.CO,IN",10235 SHIRLEY MEADOW COURT,ELLICOTT CITY,MD,21042,(410)313-8828x,POINT (-76.867752 39.273453),2003,2005
BUILDING CONTRACTORS LICENSE,BC3808,03/09/2005,07/30/2010,THOMAS BAUM,"BA CLARKSBURG TWO, LLC","7850 WALKER DRIVE, #400",GREENBELT,MD,20770,(301)446-2225x,POINT (-76.895048 38.998506),2005,2010
BUILDING CONTRACTORS LICENSE,BC3388,04/01/1997,04/01/1999,EDWARD LONERGAN,"LONERGAN HOMES, LLC",508  SOUTH WASHINGTON  STREET,BALTIMORE,MD,21231,(410)522-2721x,POINT (-76.588776 39.28556),1997,1999
BUILDING CONTRACTORS LICENSE,BC3552,05/03/2000,02/06/2009,MO SALEHY,"SUNNY LAND BUILDERS, INC.",7309 POMANDER LANE,CHEVY CHASE,MD,20815,(301)652-1718x,POINT (-77.062508 38.983611),2000,2009
BUILDING CONTRACTORS LICENSE,BC3281,04/06/1999,04/06/2009,ROBIN MCDOWEL,"DOW HOMES, INC.",524 BORDEN ROAD,LEXINGTON,VA,24450,(540)463-6761x,missing,1999,2009
BUILDING CONTRACTORS LICENSE,BC3837,08/02/2005,08/02/2007,RAUL GARCIA,"MINARA CONSTRUCTION, CO.",1213 RUPPERT ROAD,SILVER SPRING,MD,20903,(301)455-5858x,POINT (-76.98662 39.030686),2005,2007
BUILDING CONTRACTORS LICENSE,BC2998,05/21/1998,05/21/2008,SOON CHUNG,"EXIN CONSTRUCTION, INC.",3018 GREENCASTLE ROAD,BURTONSVILLE,MD,20866,(301)725-0054x,POINT (-76.948374 39.099543),1998,2008
BUILDING CONTRACTORS LICENSE,BC3835,07/12/2005,07/12/2009,NANCY AURANDT,"TUSCARORA BUILDERS, LLC",P.O. BOX 23,MD,NA,21769,(301)473-7499x,missing,2005,2009
BUILDING CONTRACTORS LICENSE,BC3819,05/11/2005,05/11/2007,EIGIL MADSEN,VIMA CRAFT,4616 CREEK SHORE DRIVE,ROCKVILLE,MD,20852,(301)770-0958x,POINT (-77.093067 39.042068),2005,2007
BUILDING CONTRACTORS LICENSE,BC3899,11/15/2006,11/15/2008,DAVID WEAVER,"GREENWALD CASSELL ASSOC., INC.",1443 EMERSON AVENUE,MCLEAN,VA,22101,(703)734-9164x,POINT (-77.177128 38.932928),2006,2008
BUILDING CONTRACTORS LICENSE,BC3661,06/20/2002,06/20/2006,GERALD DONOHUE,"WHISTLER HOMES, INC.",9407 MONROE STREET,SILVER SPRING,MD,20910,(301)608-2196x,POINT (-77.047427 39.009804),2002,2006
BUILDING CONTRACTORS LICENSE,BC2196,02/14/1993,06/07/2014,KEITH LETHBRIDGE,"LETHBRIGE CONTRACTORS, INC.",4320  SANDY SPRING  ROAD,BURTONSVILLE,MD,20866,(301)384-4399x,POINT (-76.923652 39.109803),1993,2014
BUILDING CONTRACTORS LICENSE,BC3137,09/24/1998,09/24/2004,"RUSSELL ROSENBERGER, JR.",MADISON RESIDENTIAL DEVELOP.CO,"006723  WHITTIER  AVENUE,",MCLEAN,VA,22101,(703)506-9292x,POINT (-77.176979 38.931303),1998,2004
BUILDING CONTRACTORS LICENSE,BC3948,01/08/2008,01/08/2010,MATTHEW SHANLEY,"JBL CONSTRUCTIONS, LLC",8048 HILLSBOROUGH ROAD,ELLICOTT CITY,MD,21043,(443)786-1583x,POINT (-76.793012 39.2506),2008,2010
BUILDING CONTRACTORS LICENSE,BC0914,06/20/1999,06/20/2009,MICHAEL BAKER,"SBR CONSTRUCTION, CO.",19 MORNING BREEZE COURT,SILVER SPRING,MD,20904,(301)388-2320x,POINT (-77.005269 39.07601),1999,2009
BUILDING CONTRACTORS LICENSE,BC2703,12/02/1998,12/02/2006,EBRAHIM KAZEROUNI,MUNCASTER CONSTRUCTION CORP.,P.O. BOX 59168,POTOMAC,MD,20859,(301)365-2788x,missing,1998,2006
BUILDING CONTRACTORS LICENSE,BC2766,07/09/1997,07/09/2001,ALI RAISSI,ALI RAISSI,9313  EMORY GROVE  ROAD,GAITHERSBURG,MD,20877,(301)869-2856x,POINT (-77.193755 39.161273),1997,2001
BUILDING CONTRACTORS LICENSE,BC3225,06/07/1998,06/07/2008,SCOTT STINSON,"S.R. STINSON, INC.",6322 ALCOTT ROAD,BETHESDA,MD,20817,(301)252-7900x,POINT (-77.129186 38.994731),1998,2008
BUILDING CONTRACTORS LICENSE,BC3739,11/04/2003,11/04/2007,"FRANK VALENTA,III","JV CARPENTRY, LLC",11214 ASHLEY DRIVE,ROCKVILLE,MD,20852,(301)816-9235x,POINT (-77.09332 39.040496),2003,2007
BUILDING CONTRACTORS LICENSE,BC3958,07/02/2008,07/02/2012,GERALD WARREN SHAFFER,"SHAFFER CLASSIC HOMES, LLC",8012 HORSESHOE LANE,POTOMAC,MD,20854,(301)922-8163x,POINT (-77.213448 38.991194),2008,2012
BUILDING CONTRACTORS LICENSE,BC222322,11/09/2015,11/09/2019,JOHN HANLON,HANLON DESIGN BUILD,"4927 ESKRIDGE TERRACE, NW",WASHINGTON,DC,20016,(202)244-2942,POINT (-77.099236 38.92778),2015,2019
BUILDING CONTRACTORS LICENSE,BC3712,04/01/2003,04/01/2005,KEVIN KENNEDY,KPK CONSTRUCTION,9375-G GERWIG LANE,MD,NA,21046,(410)290-9963x,POINT (-76.837154 39.168847),2003,2005
BUILDING CONTRACTORS LICENSE,BC3598,03/06/2001,03/06/2003,"WILLIAM, JR. ROTHE",PINE RIDGE LOGCRAFTERS,4016 DUSTIN ROAD,BURTONSVILLE,MD,20866,(301)476-8117x,POINT (-76.927959 39.123417),2001,2003
BUILDING CONTRACTORS LICENSE,BC4013,09/08/2010,09/08/2012,JASON FRANKLIN,"FRANKLIN RENOVATIONS, LLC",19507 WHITE SADDLE DRIVE,GERMANTOWN,MD,20874,(800)294-6644x,POINT (-77.258887 39.175749),2010,2012
BUILDING CONTRACTORS LICENSE,BC3652,05/07/2002,05/10/2009,MATTHEW GARCY,"STOCKTON HOMES, INC.",P.O. BOX 220,DICKERSON,MD,20842,(301)748-1161x,missing,2002,2009
BUILDING CONTRACTORS LICENSE,BC3922,06/07/2007,06/07/2011,IRAJ RAHIMI,"RBC HOMES, LLC",5 GREY PEBBLE COURT,DARNESTOWN,MD,20874,(301)704-6465x,POINT (-77.314679 39.118699),2007,2011
BUILDING CONTRACTORS LICENSE,BC3613,05/01/2001,05/01/2003,MIKE MADDEN,"MIKE-MADDEN CUSTOM CARPENTRY,",5709 FREDERICK AVENUE,ROCKVILLE,MD,20852,(301)881-6669x,POINT (-77.11571 39.059099),2001,2003
BUILDING CONTRACTORS LICENSE,BC3664,07/09/2002,07/09/2004,JOSEPH LIMERICK,"JOCO, INC.",8730 COURTNEY DRIVE,WALDORF,MD,20603,(301)843-8465x,POINT (-77.009972 38.636601),2002,2004
BUILDING CONTRACTORS LICENSE,BC3368,10/01/1998,10/01/2000,GEORGE VAN BALEN,"VAN BALEN HOMES, INC.",P.O .BOX 426,CLIFTON,VA,20124,(703)631-0018x,missing,1998,2000
BUILDING CONTRACTORS LICENSE,BC3386,11/03/1998,12/04/2009,ALLEN PREMO,"PREMO BUILDING & REMODELING,IN",PO BOX 147,BEALLSVILLE,MD,20839,(240)672-2351x,missing,1998,2009
BUILDING CONTRACTORS LICENSE,BC2418,06/23/1999,06/23/2009,EUGENE KORTH,"THE KORTH COMPANIES, INC.",09101-A  GAITHER  ROAD,GAITHERSBURG,MD,20877,(301)921-9500x,POINT (-77.186518 39.117553),1999,2009
BUILDING CONTRACTORS LICENSE,BC3058,07/18/1999,07/18/2001,JAYENDRA DESAI,DESAI BUILDERS,017612  TREE LAWN  DRIVE,ASHTON,MD,20861,(309)240-0476x,POINT (-77.00465 39.146105),1999,2001
BUILDING CONTRACTORS LICENSE,BC3376,01/14/1997,06/07/2002,PATRICK BUCK,IVYWOOD CONST. REMODELING CO.,25850  WOODFIELD  ROAD,DAMASCUS,MD,20872,(301)253-6020x,POINT (-77.202674 39.281114),1997,2002
BUILDING CONTRACTORS LICENSE,BC2188,08/14/1998,08/14/2006,JOHN SEYMOUR,"JOHN P. SEYMOUR, INC.","003423  OLNEY-LAYTONSVILLE  ROAD,",OLNEY,MD,20832,(301)774-6131x,POINT (-77.068328 39.154068),1998,2006
BUILDING CONTRACTORS LICENSE,BC3591,02/08/2001,02/06/2011,HOWARD SASLOW,"SASLOW HOMES, INC.","7520 MAIN STREET,",SYKESVILLE,MD,21784,(410)781-4844x,POINT (-76.969681 39.367263),2001,2011
BUILDING CONTRACTORS LICENSE,BC3465,06/02/1998,06/02/2000,DANIEL FITZGERALD,"FITZGERALD CONTRACTING, INC.",1243 CROCKETT  LANE,SILVER SPRING,MD,20904,(301)236-9296x,POINT (-76.984828 39.084065),1998,2000
BUILDING CONTRACTORS LICENSE,BC3535,11/02/1999,01/05/2004,MICHAEL LERNER,"MERIDIAN CUSTOM HOMES, LLC","5110 RIDGEFIELD ROAD,",BETHESDA,MD,20816,(301)652-4440x,POINT (-77.106466 38.966125),1999,2004
BUILDING CONTRACTORS LICENSE,BC3764,05/04/2004,05/04/2012,"JOHN KOLLAR, JR.","KOLLAR BUILDERS, LLC",7914 GLENBROOK ROAD,BETHESDA,MD,20814,(301)951-9455x,POINT (-77.102486 38.988972),2004,2012
BUILDING CONTRACTORS LICENSE,BC3142,10/09/1998,10/09/2008,RONALD LETHBRIDGE,CLASSIC COMMUNITY BUILDING COR,"8120 WOODMONT AVENUE,",BETHESDA,MD,20814,(301)913-0404x,POINT (-77.096753 38.991461),1998,2008
BUILDING CONTRACTORS LICENSE,BC3334,03/05/1998,03/05/2002,RICHARD WARD,"PICCARD DEVELOPMENT GROUP, LLC","1300  PICCARD  DRIVE,",ROCKVILLE,MD,20850,(301)948-0333x,POINT (-77.177479 39.102456),1998,2002
BUILDING CONTRACTORS LICENSE,BC3936,09/12/2007,09/12/2009,SCOTT GALLACHER,FF DEVELOPMENT L.P.,"7200 WISCONSIN AVENUE,",BETHESDA,MD,20814,(301)654-2884x,POINT (-77.093 38.981623),2007,2009
BUILDING CONTRACTORS LICENSE,BC3418,09/17/1997,09/17/2001,EMMANUEL OKON,"OKON INDUSTRIES, INC.",15740  GOOD HOPE  ROAD,SILVER SPRING,MD,20905,(301)989-6438x,POINT (-76.978796 39.113286),1997,2001
BUILDING CONTRACTORS LICENSE,BC4014,09/08/2010,09/08/2012,MATTHEW BROWN,"PHOENIX BUILDERS, INC.",1434 VALEBROOK LANE,HERNDON,VA,20170,(703)437-0421x,POINT (-77.369693 38.987857),2010,2012
BUILDING CONTRACTORS LICENSE,BC3971,11/05/2008,11/05/2010,GARY NASH,"NASH CONSTRUCTION, INC.",8135 E. MAIN STREET,MARSHALL,VA,20115,(540)364-2515x,POINT (-77.841966 38.867325),2008,2010
BUILDING CONTRACTORS LICENSE,BC3720,06/10/2003,06/10/2007,BAI KLA,DIAMOND CREEK BUILDERS,2100 SAHALEA TERRACE,SILVER SPRING,MD,20905,(301)437-1474x,POINT (-76.968612 39.127045),2003,2007
BUILDING CONTRACTORS LICENSE,BC3695,01/08/2003,01/07/2005,MARK BARBERICH,"BA KING FOUR, LLC","6401 GOLDEN TRIANGLE DRIVE,",GREENBELT,MD,20770,(302)220-0100x,POINT (-76.895985 38.997526),2003,2005
BUILDING CONTRACTORS LICENSE,BC3110,05/11/1998,05/11/2014,HENRY WANG,"B & T CONSTRUCTION, INC.",8906 TUCKERMAN LANE,POTOMAC,MD,20854,(301)343-2228x,POINT (-77.185201 39.04917),1998,2014
BUILDING CONTRACTORS LICENSE,BC3390,04/04/1997,12/09/2001,BOYAR ALEXANDER,"AB/URBAN DEVELOPMENT,LLC","1733 HARVARD STREET, N.W.",WASHINGTON,DC,20009,(202)939-0200x,POINT (-77.040904 38.927172),1997,2001
BUILDING CONTRACTORS LICENSE,BC2234,12/05/1998,12/05/2000,ANDREA SYLOS-LABINI,"HOLLYOAK, INC.",016029  COMPRINT  CIRCLE,GAITHERSBURG,MD,20877,(301)948-4747x,POINT (-77.185972 39.119349),1998,2000
BUILDING CONTRACTORS LICENSE,BC3524,09/23/1999,09/09/2015,GEORGE WOHLFARTH,"WOHLFARTH CONSTRUCTION, LLC",12508 FALCONBRIDGE DRIVE,GAITHERSBURG,MD,20878,(301)258-0583x,POINT (-77.258764 39.102447),1999,2015
BUILDING CONTRACTORS LICENSE,BC3840,09/14/2005,09/14/2007,"MARVIN KIMMIE, SR.","K-MAN CONTRACTING SERVICES,LLC",9502 HALF DOLLAR COURT,COLUMBIA,MD,21046,(443)794-7474x,POINT (-76.84123 39.152714),2005,2007
BUILDING CONTRACTORS LICENSE,BC3443,02/03/1998,02/03/2016,CONRAD ZINK,"ZINK CONSTRUCTION, INC.",5113  WISSIOMING  ROAD,BETHESDA,MD,20816,(301)320-4646x,POINT (-77.12709 38.956932),1998,2016
BUILDING CONTRACTORS LICENSE,BC3908,01/10/2007,01/10/2009,ALI SHAPIRO,"BUILDING INNOVATIONS, LLC","4938 HAMPDEN LANE,#153",BETHESDA,MD,20814,(301)467-9283x,POINT (-77.097801 38.982676),2007,2009
BUILDING CONTRACTORS LICENSE,BC3573,09/14/2000,09/13/2010,"CHARLES SMALL, JR.","ERW HOMES, INC.",26710 HOWARD CHAPEL DRIVE,DAMASCUS,MD,20872,(301)651-6747x,POINT (-77.182215 39.295843),2000,2010
BUILDING CONTRACTORS LICENSE,BC3035,04/23/1999,04/23/2015,RICHARD DUBIN,"DIHAROLO DEVELOPMENT, INC.",4800 MONTGOMERY LANE,BETHESDA,MD,20814,(301)656-5009x,POINT (-77.095409 38.983457),1999,2015
BUILDING CONTRACTORS LICENSE,BC3377,02/10/1999,02/10/2007,JAMES COSTANTINO,JAMES D. COSTANTINO,11413  SCOTTSBURY  TERRACE,GERMANTOWN,MD,20876,(301)526-0701x,POINT (-77.238197 39.198267),1999,2007
BUILDING CONTRACTORS LICENSE,BC3533,11/02/1999,11/02/2007,LEONARD NURMI,"CUSTOM DESIGN CONCEPTS, INC.",13208 DARNESTOWN ROAD,DARNESTOWN,MD,20878,(301)869-3500x,POINT (-77.275343 39.112022),1999,2007
BUILDING CONTRACTORS LICENSE,BC3875,05/03/2006,05/03/2010,KENNETH BONUS,"THE WEITZ COMPANY, LLC",8300-B BURDETTE ROAD,BETHESDA,MD,20817,(301)365-2275x,POINT (-77.151758 38.991456),2006,2010
BUILDING CONTRACTORS LICENSE,BC3537,10/14/1999,10/06/2007,HASSAN MOHAMED,TRISTATE DEVELOPMENT & CONST.,"14102 SULLYFIELD CIRCLE,",CHANTILLY,VA,20151,(703)378-0011x,POINT (-77.43543 38.894023),1999,2007
BUILDING CONTRACTORS LICENSE,BC0250,03/31/1999,03/31/2003,RICHARD PETTIT,"PETTIT & GRIFFIN, INC.",18205-D  FLOWER HILL  WAY,GAITHERSBURG,MD,20879,(301)975-1020x,POINT (-77.164242 39.155088),1999,2003
BUILDING CONTRACTORS LICENSE,BC0604,04/01/1997,04/01/1999,"JOSEPH RICHARDS, III","ARLINGTON BUILDERS, INC.",7811  FULBRIGHT  CT,BETHESDA,MD,20817,(301)229-6432x,POINT (-77.136454 38.990564),1997,1999
BUILDING CONTRACTORS LICENSE,BC3699,01/09/2003,01/09/2005,LESLIE MAY,MAY BROTHERS,P.O. 129,WESTFRIENDSHIP,MD,21794,(410)988-9702x,missing,2003,2005
BUILDING CONTRACTORS LICENSE,BC0258,04/01/1999,04/01/2007,JACOB SCHWALB,SENATE CONSTRUCTION CORP.,006345  EXECUTIVE  BLVD.,ROCKVILLE,MD,20852,(301)881-2900x,POINT (-77.125842 39.049097),1999,2007
BUILDING CONTRACTORS LICENSE,BC3656,05/16/2002,02/02/2007,RADHIKA NATARAJ,"PRESTIGE BUILDERS, INC.",11018 SOUTH GLEN ROAD,POTOMAC,MD,20854,(301)252-1866x,POINT (-77.21736 39.037),2002,2007
BUILDING CONTRACTORS LICENSE,BC3119,06/28/1999,06/28/2009,HAROLD GRAY,"LIFE CRAFT, INC.","5200  RIVER  ROAD,",BETHESDA,MD,20816,(202)362-3830x,POINT (-77.103718 38.964719),1999,2009
BUILDING CONTRACTORS LICENSE,BC3364,09/11/1998,09/11/2004,"WALTER NEIGHBORS, SR.",NEIGHBORS LANDSCAPE & CONST.,9409  WOODINGTON  DRIVE,POTOMAC,MD,20854,(301)299-2695x,POINT (-77.19449 39.041674),1998,2004
BUILDING CONTRACTORS LICENSE,BC3312,02/03/1998,02/03/2008,EDWARD KUAN,BELLE TERRE DEVELOP.& CONST.,5852  HUBBARD  DRIVE,ROCKVILLE,MD,20852,(301)770-2582x,POINT (-77.118815 39.054985),1998,2008
BUILDING CONTRACTORS LICENSE,BC3745,01/06/2004,01/06/2006,NOEL FISHER,FISHER FINE HOMES,4926 DEL RAY AVENUE,BETHESDA,MD,20814,(301)652-4800x,POINT (-77.099599 38.989069),2004,2006
BUILDING CONTRACTORS LICENSE,BC3617,05/01/2001,05/01/2005,"CHARLES WILLARD, JR.","WILLARD CONSTRUCTION, INC.",7933 BLACK ROAD,THURMONT,MD,21788,(301)695-7304x,POINT (-77.392067 39.663364),2001,2005
BUILDING CONTRACTORS LICENSE,BC3870,04/10/2006,04/10/2014,CHRISTOPHER BROWN,"HARMONY BUILDERS, INC.",4228 COLUMBIA ROAD,ELLICOTT CITY,MD,21042,(410)461-0833x,POINT (-76.824841 39.255874),2006,2014
BUILDING CONTRACTORS LICENSE,BC0249,03/31/1999,03/31/2003,ALVIN SACKS,"ALVIN SACKS, INC.",006022  ONONDAGA  ROAD,BETHESDA,MD,20816,(301)229-3399x,POINT (-77.124188 38.964422),1999,2003
BUILDING CONTRACTORS LICENSE,BC3622,06/11/2001,06/09/2015,RALPH DEAN,"UNIQUE CONSTRUCTION, INC.",5802 CHERRYMEADOW COURT,ROCKVILLE,MD,20855,(301)258-2819x,POINT (-77.118077 39.159861),2001,2015
BUILDING CONTRACTORS LICENSE,BC3742,12/09/2003,12/09/2013,SCOTT CELI,"SUPERIOR HOME WORKS, INC.",3746 SPICEBUSH DRIVE,FREDERICK,MD,21704,(301)831-8770x,POINT (-77.342835 39.3386),2003,2013
BUILDING CONTRACTORS LICENSE,BC3675,09/10/2002,09/10/2006,MARITZA URDINOLA,"BOTERO HOMES GALLERY OF MD,LLC",10511 LAWYERS ROAD,VIENNA,VA,22181,(703)255-1327x,POINT (-77.310303 38.922992),2002,2006
BUILDING CONTRACTORS LICENSE,BC3396,05/06/1999,05/06/2005,"JOHN KOLLAR, JR.","J.P. KOLLAR CONSTRUCTION, LLC",7914  GLENBROOK  ROAD,BETHESDA,MD,20814,(301)758-2304x,POINT (-77.102486 38.988972),1999,2005
BUILDING CONTRACTORS LICENSE,BC3618,05/01/2001,05/01/2003,ROBERT THORSEN,"THORSEN CONSTRUCTION CO., INC.",P.O. BOX 19048,ALEXANDRIA,VA,22320,(703)501-1506x,missing,2001,2003
BUILDING CONTRACTORS LICENSE,BC3718,06/05/2003,06/05/2015,ADAM PRILL,"PRILL CONSTRUCTION GROUP,LLC",7910 WOODMONT AVENUE,BETHESDA,MD,20814,(301)951-5999x,POINT (-77.096297 38.989305),2003,2015
BUILDING CONTRACTORS LICENSE,BC3822,06/08/2005,06/08/2007,JAMES JULIUS,"JULIUS GROUP, LLC",1213 BEGGS ROAD,WESTMINSTER,MD,21157,(410)840-9690x,POINT (-76.952634 39.627351),2005,2007
BUILDING CONTRACTORS LICENSE,BC4015,09/29/2010,09/28/2012,"E. JOSEPH FITZPATRICK, JR",COMPASS HOMES LLC.,316 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,(301)307-0220x,POINT (-77.192379 39.142154),2010,2012
BUILDING CONTRACTORS LICENSE,BC3434,01/01/1998,01/01/2014,JAMES KETTLER,"KETTLER BROTHERS HOMES, LLC",811 RUSSELL AVENUE,GAITHERSBURG,MD,20879,(301)252-7832x,POINT (-77.211231 39.156104),1998,2014
BUILDING CONTRACTORS LICENSE,BC3472,08/06/1998,08/06/2014,"WILLIAM PLEASANTS, JR.,","ADVANTAGE HOMES, LLC","12800 MIDDLEBROOK ROAD,",GERMANTOWN,MD,20874,(301)540-1778x,POINT (-77.265519 39.177595),1998,2014
BUILDING CONTRACTORS LICENSE,BC3531,10/14/1999,10/06/2005,JOHN SCHWAB,"TALON HOMES, LTD.",762 APPLEWOOD LANE,GREAT FALLS,VA,22066,(703)757-6253x,POINT (-77.294918 39.000269),1999,2005
BUILDING CONTRACTORS LICENSE,BC3834,07/12/2005,07/12/2007,EDWARD SKELTON,"SKELTON CONSTRUCTION, INC.",13333 COPPER RIDGE ROAD,GERMANTOWN,MD,20874,(301)641-3680x,POINT (-77.281582 39.155405),2005,2007
BUILDING CONTRACTORS LICENSE,BC3454,04/07/1998,04/07/2012,SINGH SARABJIT,"METRO HOMES, INC.",8702  SECOND  AVENUE,SILVER SPRING,MD,20910,(301)589-0628x,POINT (-77.034728 38.998126),1998,2012
BUILDING CONTRACTORS LICENSE,BC2985,02/22/1998,02/22/2004,M. PHILLIP KALNITZKY,VICTORY HOMES,010008  BRADDOCK  ROAD,FAIRFAX,VA,22032,(703)323-5761x,POINT (-77.290787 38.826541),1998,2004
BUILDING CONTRACTORS LICENSE,BC3681,11/13/2002,11/13/2008,"JOHN ROBERTS, SR.","ROBERTS CONSTRUCTION CO., LLC",2813 ROSEMARY LANE,FALLS CHURCH,VA,22042,(703)241-1377x,POINT (-77.18803 38.877588),2002,2008
BUILDING CONTRACTORS LICENSE,BC2926,04/06/1999,04/06/2001,ANDREW WEINBERG,"T & A CONTRACTORS, INC.",004512  SANDY SPRING  ROAD,BURTONSVILLE,MD,20866,(301)924-2111x,POINT (-76.917842 39.106239),1999,2001
BUILDING CONTRACTORS LICENSE,BC3770,06/03/2004,06/02/2006,JASON BENFIELD,"OPEN FIELDS CONSTRUCTION, INC.",8137 TELEGRAPH ROAD,SEVERN,MD,21144,(410)519-7303x,POINT (-76.692376 39.110396),2004,2006
BUILDING CONTRACTORS LICENSE,BC3902,12/06/2006,12/06/2008,JASON WILLIAMS,WILLIAMS & SONS CUSTOM CONST.,12568 ROCK POINT ROAD,NEWBURG,MD,20664,(301)259-4663x,POINT (-76.948185 38.367902),2006,2008
BUILDING CONTRACTORS LICENSE,BC3179,06/17/1997,06/17/1999,BRUCE WINSTON,A.G. BUILDING CORPORATION,"007830  OLD GEORGETOWN  ROAD,",BETHESDA,MD,20814,(301)657-3720x,POINT (-77.099844 38.988135),1997,1999
BUILDING CONTRACTORS LICENSE,BC3560,06/07/2000,06/07/2014,ALAN KOROBKIN,SARATOGA CONST.GROUP OF MD.,1038 BALLS HILL ROAD,MCLEAN,VA,22101,(703)734-6350x,POINT (-77.195014 38.949162),2000,2014
BUILDING CONTRACTORS LICENSE,BC3435,12/02/1997,12/02/2009,ROBERT YOUNGENTOB,"EAKIN/YOUNGENTOB ASSOC., INC.","4800 HAMPDEN LANE,",BETHESDA,MD,20814,(301)634-8600x,POINT (-77.095493 38.982718),1997,2009
